x r i
-9.498997995991985022e+00 -1.910339710641819606e-20 1.420464026972496346e-21
-9.418837675350701488e+00 -4.088794435329077422e-20 -2.428889165879602893e-22
-9.338677354709419731e+00 -8.639638785533529770e-20 -7.457218036655703445e-21
-9.258517034068136198e+00 -1.802149217883722223e-19 -3.024187038435375408e-20
-9.178356713426854441e+00 -3.710416940484639468e-19 -9.332934165673441923e-20
-9.098196392785570907e+00 -7.538640939009779272e-19 -2.553411760762498249e-19
-9.018036072144289150e+00 -1.510975727208937720e-18 -6.508725669647066371e-19
-8.937875751503005617e+00 -2.986189000648141220e-18 -1.580934971849531585e-18
-8.857715430861723860e+00 -5.815761569093615570e-18 -3.703663221944704646e-18
-8.777555110220442103e+00 -1.115253299717239650e-17 -8.429436033944929871e-18
-8.697394789579158569e+00 -2.103546532363423739e-17 -1.872610655929343723e-17
-8.617234468937876812e+00 -3.896904128034607533e-17 -4.073438850427179709e-17
-8.537074148296593279e+00 -7.076685483765030656e-17 -8.695970638666506430e-17
-8.456913827655311522e+00 -1.256328104960758648e-16 -1.824864543974142555e-16
-8.376753507014027988e+00 -2.171891769953950001e-16 -3.769020970812884954e-16
-8.296593186372746231e+00 -3.634677105745319684e-16 -7.668502466910954029e-16
-8.216432865731462698e+00 -5.832450947301246267e-16 -1.538077534820398645e-15
-8.136272545090180941e+00 -8.824920498844114598e-16 -3.042695110448292310e-15
-8.056112224448897408e+00 -1.217088794988009159e-15 -5.939071501110681655e-15
-7.975951903807615651e+00 -1.402464288284365712e-15 -1.144133468630178776e-14
-7.895791583166333893e+00 -9.102092598132109395e-16 -2.175747268730300055e-14
-7.815631262525050360e+00 1.567233095374883528e-15 -4.084614110066709996e-14
-7.735470941883768603e+00 9.013690507376779382e-15 -7.570162944078066182e-14
-7.655310621242485070e+00 2.788284168665358083e-14 -1.384954227536999679e-13
-7.575150300601203313e+00 7.159341487748626457e-14 -2.500735357282831678e-13
-7.494989979959919779e+00 1.671895474935860825e-13 -4.455392952950079220e-13
-7.414829659318638022e+00 3.677793402234730779e-13 -7.829340785208005801e-13
-7.334669338677354489e+00 7.753373744565633457e-13 -1.356317119058058512e-12
-7.254509018036072732e+00 1.581785461482666472e-12 -2.314707957713701921e-12
-7.174348697394790975e+00 3.141787203867439418e-12 -3.888088453826920165e-12
-7.094188376753507441e+00 6.099694506482574076e-12 -6.420338861949529310e-12
-7.014028056112225684e+00 1.160750691886810722e-11 -1.040539128107464870e-11
-6.933867735470942151e+00 2.169339380622947063e-11 -1.651478521560134631e-11
-6.853707414829660394e+00 3.987534667642072009e-11 -2.558822565140307666e-11
-6.773547094188376860e+00 7.216748263566669239e-11 -3.852682370262743595e-11
-6.693386773547095103e+00 1.287048437682491537e-10 -5.596997191315991519e-11
-6.613226452905811570e+00 2.263255707214659194e-10 -7.753254115979171596e-11
-6.533066132264529813e+00 3.926079266320300494e-10 -1.001994241525630118e-10
-6.452905811623246279e+00 6.720748597538411566e-10 -1.151728670585400070e-10
-6.372745490981964522e+00 1.135558877590289214e-09 -1.019736521556168934e-10
-6.292585170340682765e+00 1.894064640217073661e-09 -1.780447282520578256e-11
-6.212424849699399232e+00 3.118856710523590177e-09 2.210608044710875878e-10
-6.132264529058117475e+00 5.069880261705336015e-09 7.710129907668400511e-10
-6.052104208416833941e+00 8.134875186831396789e-09 1.914006132059264499e-09
-5.971943887775552184e+00 1.288144673421045615e-08 4.143920855954761724e-09
-5.891783567134268651e+00 2.012352167620206354e-08 8.304865661249990453e-09
-5.811623246492986894e+00 3.100141136352013350e-08 1.580862960111536425e-08
-5.731462925851703361e+00 4.707011890968726813e-08 2.897060108083877011e-08
-5.651302605210421603e+00 7.038204576471199123e-08 5.151981644501655377e-08
-5.571142284569138070e+00 1.035356419576867667e-07 8.936029824954253346e-08
-5.490981963927856313e+00 1.496376356716922360e-07 1.516882441334965084e-07
-5.410821643286574556e+00 2.120889113685023013e-07 2.526032894471233794e-07
-5.330661322645291023e+00 2.940470726467466425e-07 4.133915455765544863e-07
-5.250501002004009266e+00 3.973347502003172540e-07 6.657015849507173643e-07
-5.170340681362725732e+00 5.204425370205840239e-07 1.055877996911176991e-06
-5.090180360721443975e+00 6.551080897795255835e-07 1.650753347741808585e-06
-5.010020040080160442e+00 7.807261645360184749e-07 2.545216603330964978e-06
-4.929859719438878685e+00 8.555454776525824643e-07 3.871856562566757281e-06
-4.849699398797595151e+00 8.032257534197696493e-07 5.812897226393756568e-06
-4.769539078156313394e+00 4.928541377394734689e-07 8.614463740782007532e-06
-4.689378757515029861e+00 -2.900466766350491804e-07 1.260289768153368965e-05
-4.609218436873748104e+00 -1.884635121409076842e-06 1.820232327065192580e-05
-4.529058116232466347e+00 -4.811811519159325412e-06 2.595188596712109109e-05
-4.448897795591182813e+00 -9.851746586791266264e-06 3.651996899200160123e-05
-4.368737474949901056e+00 -1.814702306813674362e-05 5.071116738826866762e-05
-4.288577154308617523e+00 -3.133695182026113700e-05 6.945979624875039265e-05
-4.208416833667335766e+00 -5.172866548060095384e-05 9.380118331098042761e-05
-4.128256513026052232e+00 -8.251004401214225947e-05 1.248089377170285262e-04
-4.048096192384770475e+00 -1.280081240912874147e-04 1.634828476075654655e-04
-3.967935871743488718e+00 -1.939940883111652785e-04 2.105681755304805388e-04
-3.887775551102205185e+00 -2.880319018556281620e-04 2.662831402675414224e-04
-3.807615230460921651e+00 -4.198618571631549594e-04 3.299276815552856118e-04
-3.727454909819641671e+00 -6.018024509346190948e-04 3.993437419863635467e-04
-3.647294589178358137e+00 -8.491440165135248413e-04 4.701959751057034512e-04
-3.567134268537074604e+00 -1.180495415988769628e-03 5.350428636417595661e-04
-3.486973947895791071e+00 -1.618031169867836187e-03 5.821726932268209403e-04
-3.406813627254511090e+00 -2.187571317673880390e-03 5.941877203309293802e-04
-3.326653306613227556e+00 -2.918411119508627048e-03 5.463342041750366774e-04
-3.246492985971944023e+00 -3.842803941149577646e-03 4.045965715484258428e-04
-3.166332665330660490e+00 -4.994990291401600266e-03 1.236013369656674302e-04
-3.086172344689380509e+00 -6.409661393837393778e-03 -3.555895427941581041e-04
-3.006012024048096976e+00 -8.119749567947113708e-03 -1.107676231235552120e-03
-2.925851703406813442e+00 -1.015345285946598654e-02 -2.225145676353150557e-03
-2.845691382765533461e+00 -1.253043040553863258e-02 -3.819913978641907831e-03
-2.765531062124249928e+00 -1.525715001180036681e-02 -6.024333976935480200e-03
-2.685370741482966395e+00 -1.832143145432851145e-02 -8.991279956402071713e-03
-2.605210420841682861e+00 -2.168630778800750836e-02 -1.289299910936308677e-02
-2.525050100200402881e+00 -2.528342030096978124e-02 -1.791841680266658549e-02
-2.444889779559119347e+00 -2.900626639270316096e-02 -2.426860614236169000e-02
-2.364729458917835814e+00 -3.270372691419535377e-02 -3.215018734322644400e-02
-2.284569138276552280e+00 -3.617440143045509704e-02 -4.176651299382766469e-02
-2.204408817635272300e+00 -3.916236550703842273e-02 -5.330662298521405412e-02
-2.124248496993988766e+00 -4.135502120553954247e-02 -6.693211587750352853e-02
-2.044088176352705233e+00 -4.238372785661214531e-02 -8.276227607842409628e-02
-1.963927855711425252e+00 -4.182786311902376986e-02 -1.008580083047078274e-01
-1.883767535070141719e+00 -3.922286495470733020e-02 -1.212053479433180952e-01
-1.803607214428858185e+00 -3.407263799848842672e-02 -1.436995198346422975e-01
-1.723446893787574652e+00 -2.586647280466154372e-02 -1.681306875916283028e-01
-1.643286573146294671e+00 -1.410033009488033916e-02 -1.941726485989928030e-01
-1.563126252505011138e+00 1.698001861167952251e-03 -2.213757649567421049e-01
-1.482965931863727604e+00 2.194073924722801661e-02 -2.491653597862272251e-01
-1.402805611222444071e+00 4.695015645151519312e-02 -2.768466392279383959e-01
-1.322645290581164090e+00 7.692843073229101158e-02 -3.036169189331737739e-01
-1.242484969939880557e+00 1.119291161024172643e-01 -3.285855455892283117e-01
-1.162324649298597024e+00 1.518322524135043983e-01 -3.508014256510761930e-01
-1.082164328657317043e+00 1.963251523750660088e-01 -3.692875325431580480e-01
-1.002004008016033509e+00 2.448907935730226249e-01 -3.830811974474897519e-01
-9.218436873747499760e-01 2.968054641595583298e-01 -3.912784420498620075e-01
-8.416833667334664426e-01 3.511468731654553976e-01 -3.930801327351209351e-01
-7.615230460921864619e-01 4.068133577370032228e-01 -3.878373726244522812e-01
-6.813627254509029285e-01 4.625541333016908174e-01 -3.750933431009915719e-01
-6.012024048096193951e-01 5.170097851522080790e-01 -3.546187925360995141e-01
-5.210420841683358617e-01 5.687614475028559546e-01 -3.264385650007188278e-01
-4.408817635270558810e-01 6.163864202437339124e-01 -2.908469667140484716e-01
-3.607214428857723476e-01 6.585173955872665186e-01 -2.484103649587160456e-01
-2.805611222444888142e-01 6.939020614661918218e-01 -1.999561668954407956e-01
-2.004008016032088335e-01 7.214596588006776390e-01 -1.465481817854886182e-01
-1.202404809619253001e-01 7.403311216976595777e-01 -8.944926527845317721e-02
-4.008016032064176670e-02 7.499197292439285789e-01 -3.007300798687324514e-02
4.008016032064176670e-02 7.499197292439285789e-01 3.007300798687324514e-02
1.202404809619217474e-01 7.403311216976602438e-01 8.944926527845059594e-02
2.004008016032052808e-01 7.214596588006786382e-01 1.465481817854861479e-01
2.805611222444888142e-01 6.939020614661918218e-01 1.999561668954407956e-01
3.607214428857723476e-01 6.585173955872665186e-01 2.484103649587160456e-01
4.408817635270523283e-01 6.163864202437360218e-01 2.908469667140466952e-01
5.210420841683358617e-01 5.687614475028559546e-01 3.264385650007188278e-01
6.012024048096193951e-01 5.170097851522080790e-01 3.546187925360995141e-01
6.813627254508993758e-01 4.625541333016932599e-01 3.750933431009908503e-01
7.615230460921829092e-01 4.068133577370056653e-01 3.878373726244517816e-01
8.416833667334664426e-01 3.511468731654553976e-01 3.930801327351209351e-01
9.218436873747499760e-01 2.968054641595583298e-01 3.912784420498620075e-01
1.002004008016029957e+00 2.448907935730248731e-01 3.830811974474903625e-01
1.082164328657313490e+00 1.963251523750680905e-01 3.692875325431587696e-01
1.162324649298597024e+00 1.518322524135043983e-01 3.508014256510761930e-01
1.242484969939880557e+00 1.119291161024172643e-01 3.285855455892283117e-01
1.322645290581160538e+00 7.692843073229244100e-02 3.036169189331749396e-01
1.402805611222444071e+00 4.695015645151519312e-02 2.768466392279383959e-01
1.482965931863727604e+00 2.194073924722801661e-02 2.491653597862272251e-01
1.563126252505007585e+00 1.698001861168748055e-03 2.213757649567433261e-01
1.643286573146291119e+00 -1.410033009487973200e-02 1.941726485989939965e-01
1.723446893787574652e+00 -2.586647280466154372e-02 1.681306875916283028e-01
1.803607214428858185e+00 -3.407263799848842672e-02 1.436995198346422975e-01
1.883767535070138166e+00 -3.922286495470714979e-02 1.212053479433190251e-01
1.963927855711421699e+00 -4.182786311902369353e-02 1.008580083047086878e-01
2.044088176352705233e+00 -4.238372785661214531e-02 8.276227607842409628e-02
2.124248496993988766e+00 -4.135502120553954247e-02 6.693211587750352853e-02
2.204408817635268747e+00 -3.916236550703852681e-02 5.330662298521459536e-02
2.284569138276552280e+00 -3.617440143045509704e-02 4.176651299382766469e-02
2.364729458917835814e+00 -3.270372691419535377e-02 3.215018734322644400e-02
2.444889779559115794e+00 -2.900626639270331708e-02 2.426860614236200225e-02
2.525050100200399328e+00 -2.528342030096995471e-02 1.791841680266684569e-02
2.605210420841682861e+00 -2.168630778800750836e-02 1.289299910936308677e-02
2.685370741482966395e+00 -1.832143145432851145e-02 8.991279956402071713e-03
2.765531062124246375e+00 -1.525715001180050212e-02 6.024333976935596427e-03
2.845691382765529909e+00 -1.253043040553873839e-02 3.819913978641989363e-03
2.925851703406813442e+00 -1.015345285946598654e-02 2.225145676353150557e-03
3.006012024048096976e+00 -8.119749567947113708e-03 1.107676231235552120e-03
3.086172344689376956e+00 -6.409661393837461432e-03 3.555895427941846670e-04
3.166332665330660490e+00 -4.994990291401600266e-03 -1.236013369656674302e-04
3.246492985971944023e+00 -3.842803941149577646e-03 -4.045965715484258428e-04
3.326653306613224004e+00 -2.918411119508663044e-03 -5.463342041750327742e-04
3.406813627254507537e+00 -2.187571317673909881e-03 -5.941877203309289465e-04
3.486973947895791071e+00 -1.618031169867836187e-03 -5.821726932268209403e-04
3.567134268537074604e+00 -1.180495415988769628e-03 -5.350428636417595661e-04
3.647294589178354585e+00 -8.491440165135370928e-04 -4.701959751057062159e-04
3.727454909819638118e+00 -6.018024509346285274e-04 -3.993437419863666909e-04
3.807615230460921651e+00 -4.198618571631549594e-04 -3.299276815552856118e-04
3.887775551102205185e+00 -2.880319018556281620e-04 -2.662831402675414224e-04
3.967935871743485166e+00 -1.939940883111687209e-04 -2.105681755304828699e-04
4.048096192384768699e+00 -1.280081240912886074e-04 -1.634828476075663871e-04
4.128256513026052232e+00 -8.251004401214225947e-05 -1.248089377170285262e-04
4.208416833667332213e+00 -5.172866548060201094e-05 -9.380118331098156602e-05
4.288577154308615746e+00 -3.133695182026148259e-05 -6.945979624875082633e-05
4.368737474949899280e+00 -1.814702306813696046e-05 -5.071116738826897933e-05
4.448897795591182813e+00 -9.851746586791266264e-06 -3.651996899200160123e-05
4.529058116232462794e+00 -4.811811519159494819e-06 -2.595188596712148750e-05
4.609218436873746327e+00 -1.884635121409122370e-06 -1.820232327065204777e-05
4.689378757515029861e+00 -2.900466766350491804e-07 -1.260289768153368965e-05
4.769539078156313394e+00 4.928541377394734689e-07 -8.614463740782007532e-06
4.849699398797593375e+00 8.032257534197664729e-07 -5.812897226393808237e-06
4.929859719438876908e+00 8.555454776525834172e-07 -3.871856562566793704e-06
5.010020040080160442e+00 7.807261645360184749e-07 -2.545216603330964978e-06
5.090180360721440422e+00 6.551080897795324656e-07 -1.650753347741843313e-06
5.170340681362723956e+00 5.204425370205868827e-07 -1.055877996911187367e-06
5.250501002004007489e+00 3.973347502003195304e-07 -6.657015849507239288e-07
5.330661322645291023e+00 2.940470726467466425e-07 -4.133915455765544863e-07
5.410821643286571003e+00 2.120889113685051601e-07 -2.526032894471286205e-07
5.490981963927854537e+00 1.496376356716935595e-07 -1.516882441334983612e-07
5.571142284569138070e+00 1.035356419576867667e-07 -8.936029824954253346e-08
5.651302605210418051e+00 7.038204576471331472e-08 -5.151981644501790373e-08
5.731462925851701584e+00 4.707011890968770488e-08 -2.897060108083916385e-08
5.811623246492985118e+00 3.100141136352043791e-08 -1.580862960111558924e-08
5.891783567134268651e+00 2.012352167620206354e-08 -8.304865661249990453e-09
5.971943887775548632e+00 1.288144673421071589e-08 -4.143920855954895727e-09
6.052104208416832165e+00 8.134875186831481161e-09 -1.914006132059299654e-09
6.132264529058115698e+00 5.069880261705388955e-09 -7.710129907668573185e-10
6.212424849699399232e+00 3.118856710523590177e-09 -2.210608044710875878e-10
6.292585170340679213e+00 1.894064640217114193e-09 1.780447282519943331e-11
6.372745490981962746e+00 1.135558877590301828e-09 1.019736521556159758e-10
6.452905811623246279e+00 6.720748597538411566e-10 1.151728670585400070e-10
6.533066132264526260e+00 3.926079266320388382e-10 1.001994241525637485e-10
6.613226452905809793e+00 2.263255707214692540e-10 7.753254115979240097e-11
6.693386773547093327e+00 1.287048437682510924e-10 5.596997191316049034e-11
6.773547094188376860e+00 7.216748263566669239e-11 3.852682370262743595e-11
6.853707414829656841e+00 3.987534667642179930e-11 2.558822565140357103e-11
6.933867735470940374e+00 2.169339380622973235e-11 1.651478521560148525e-11
7.014028056112223908e+00 1.160750691886829463e-11 1.040539128107477633e-11
7.094188376753507441e+00 6.099694506482574076e-12 6.420338861949529310e-12
7.174348697394787422e+00 3.141787203867531103e-12 3.888088453827005791e-12
7.254509018036070955e+00 1.581785461482693129e-12 2.314707957713732213e-12
7.334669338677354489e+00 7.753373744565633457e-13 1.356317119058058512e-12
7.414829659318634469e+00 3.677793402234849929e-13 7.829340785208189574e-13
7.494989979959918003e+00 1.671895474935892379e-13 4.455392952950138794e-13
7.575150300601201536e+00 7.159341487748772869e-14 2.500735357282866009e-13
7.655310621242485070e+00 2.788284168665358083e-14 1.384954227536999679e-13
7.735470941883765050e+00 9.013690507377303186e-15 7.570162944078278227e-14
7.815631262525048584e+00 1.567233095374978191e-15 4.084614110066767425e-14
7.895791583166332117e+00 -9.102092598131819489e-16 2.175747268730323721e-14
7.975951903807615651e+00 -1.402464288284365712e-15 1.144133468630178776e-14
8.056112224448895631e+00 -1.217088794988015667e-15 5.939071501110767640e-15
8.136272545090179165e+00 -8.824920498844185595e-16 3.042695110448336881e-15
8.216432865731462698e+00 -5.832450947301246267e-16 1.538077534820398645e-15
8.296593186372742679e+00 -3.634677105745421250e-16 7.668502466911239991e-16
8.376753507014026212e+00 -2.171891769953973913e-16 3.769020970812941160e-16
8.456913827655309746e+00 -1.256328104960773439e-16 1.824864543974170659e-16
8.537074148296593279e+00 -7.076685483765030656e-17 8.695970638666506430e-17
8.617234468937873260e+00 -3.896904128034704291e-17 4.073438850427308515e-17
8.697394789579156793e+00 -2.103546532363450240e-17 1.872610655929374230e-17
8.777555110220440326e+00 -1.115253299717253979e-17 8.429436033945068538e-18
8.857715430861723860e+00 -5.815761569093615570e-18 3.703663221944704646e-18
8.937875751503003841e+00 -2.986189000648180509e-18 1.580934971849559126e-18
9.018036072144287374e+00 -1.510975727208957750e-18 6.508725669647183852e-19
9.098196392785570907e+00 -7.538640939009779272e-19 2.553411760762498249e-19
9.178356713426850888e+00 -3.710416940484768024e-19 9.332934165673904147e-20
9.258517034068134421e+00 -1.802149217883760019e-19 3.024187038435471705e-20
9.338677354709417955e+00 -8.639638785533711529e-20 7.457218036656013399e-21
9.418837675350701488e+00 -4.088794435329077422e-20 2.428889165879602893e-22
9.498997995991981469e+00 -1.910339710641887917e-20 -1.420464026972478479e-21
9.579158316633265002e+00 -8.811019624745523690e-21 -1.371158769247971615e-21
9.659318637274548536e+00 -4.011341074253934683e-21 -9.584622285997328345e-22
