x r i
9.739478957915832069e+00 -1.842617727115930526e-02 -5.998065744208479905e-03
9.819639278557112050e+00 -1.703146568591772797e-02 -7.097847218504286723e-03
9.899799599198395583e+00 -1.561757946172816561e-02 -8.032112914001306170e-03
9.979959919839679117e+00 -1.419925108662038402e-02 -8.807196936178762758e-03
1.006012024048095910e+01 -1.278997040077773165e-02 -9.430417150893525072e-03
1.014028056112224263e+01 -1.140195315772661068e-02 -9.909917445361401261e-03
1.022044088176352616e+01 -1.004612578369491055e-02 -1.025451425173541480e-02
1.030060120240480970e+01 -8.732125189654273492e-03 -1.047354870650483126e-02
1.038076152304608968e+01 -7.468312405226958280e-03 -1.057674564300387261e-02
1.046092184368737321e+01 -6.261798740157939122e-03 -1.057408043751524931e-02
1.054108216432865675e+01 -5.118483136549556445e-03 -1.047565455411774392e-02
1.062124248496994028e+01 -4.043099352426002095e-03 -1.029158046170100711e-02
1.070140280561122026e+01 -3.039271613166291686e-03 -1.003187643037937657e-02
1.078156312625250379e+01 -2.109577380481408165e-03 -9.706371555580942459e-03
1.086172344689378733e+01 -1.255615917373498853e-03 -9.324621207838638612e-03
1.094188376753506731e+01 -4.780813702625945566e-04 -8.895832966001788328e-03
1.102204408817635084e+01 2.231608554866120224e-04 -8.428802962224200487e-03
1.110220440881763437e+01 8.489955847843069824e-04 -7.931862449443310287e-03
1.118236472945891791e+01 1.400978310455739447e-03 -7.412834296697233712e-03
1.126252505010019789e+01 1.881255581353006179e-03 -6.878999024878987116e-03
1.134268537074148142e+01 2.292486255877666107e-03 -6.337069915541644095e-03
1.142284569138276495e+01 2.637764444844959821e-03 -5.793176658107142274e-03
1.150300601202404849e+01 2.920544874233124873e-03 -5.252856946084611886e-03
1.158316633266532847e+01 3.144571304011526975e-03 -4.721055390313155971e-03
1.166332665330661200e+01 3.313808545244179352e-03 -4.202129086312141222e-03
1.174348697394789554e+01 3.432378525214044816e-03 -3.699859152941207662e-03
1.182364729458917552e+01 3.504500760481224671e-03 -3.217467550031384051e-03
1.190380761523045905e+01 3.534437511517111736e-03 -2.757638482664234291e-03
1.198396793587174258e+01 3.526443810660187615e-03 -2.322543708496467487e-03
1.206412825651302256e+01 3.484722478298821983e-03 -1.913871081060897509e-03
1.214428857715430610e+01 3.413384170954580563e-03 -1.532855685402367526e-03
1.222444889779558963e+01 3.316412439743504550e-03 -1.180312951795083054e-03
1.230460921843687316e+01 3.197633718838591588e-03 -8.566731677058649986e-04
1.238476953907815670e+01 3.060692111236147303e-03 -5.620168467023861896e-04
1.246492985971944023e+01 2.909028793427312267e-03 -2.961104547663257619e-04
1.254509018036071666e+01 2.745865821480088925e-03 -5.844203860855738490e-05
1.262525050100200019e+01 2.574194088444382595e-03 1.517436537092668129e-04
1.270541082164328373e+01 2.396765156720481564e-03 3.354109230167873668e-04
1.278557114228456726e+01 2.216086668827175424e-03 4.937000566620889947e-04
1.286573146292585079e+01 2.034421025558633134e-03 6.278957239013504893e-04
1.294589178356713433e+01 1.853787011465957276e-03 7.393970543554412994e-04
1.302605210420841786e+01 1.675964043539190972e-03 8.296895813296509660e-04
1.310621242484970139e+01 1.502498719465783072e-03 9.003191902764114997e-04
1.318637274549097782e+01 1.334713346448626690e-03 9.528681735142500043e-04
1.326653306613226135e+01 1.173716139813981351e-03 9.889334557900604245e-04
1.334669338677354489e+01 1.020412792056051877e-03 1.010107021611832438e-03
1.342685370741482842e+01 8.755191270802539305e-04 1.017958544649633134e-03
1.350701402805611195e+01 7.395745707628056205e-04 1.014020192009009629e-03
1.358717434869739549e+01 6.129561870925804732e-04 9.997735518754008715e-04
1.366733466933867902e+01 4.958930486772641141e-04 9.766386119123937441e-04
1.374749498997995545e+01 3.884807308767840826e-04 9.459646978284216596e-04
1.382765531062123898e+01 2.906957398976231445e-04 9.090232666236520986e-04
1.390781563126252252e+01 2.024097064970586024e-04 8.670024370750319467e-04
1.398797595190380605e+01 1.234031981923956929e-04 8.210031308665455187e-04
1.406813627254508958e+01 5.337902376799238757e-05 7.720366912541998554e-04
1.414829659318637312e+01 -8.025075825214114168e-06 7.210238420812661517e-04
1.422845691382765665e+01 -6.122443658828578264e-05 6.687948481252663138e-04
1.430861723446893308e+01 -1.066762485131697526e-04 6.160907379500223970e-04
1.438877755511021661e+01 -1.448691510679107561e-04 5.635654524337179068e-04
1.446893787575150014e+01 -1.763136815246830601e-04 5.117887857255396444e-04
1.454909819639278368e+01 -2.015335957293924621e-04 4.612499903278232207e-04
1.462925851703406721e+01 -2.210580675020198396e-04 4.123619240920252632e-04
1.470941883767535074e+01 -2.354147608671153583e-04 3.654656239454098093e-04
1.478957915831663428e+01 -2.451237587511954767e-04 3.208351989316401498e-04
1.486973947895791781e+01 -2.506923226350019985e-04 2.786829434638298875e-04
1.494989979959919424e+01 -2.526104498815672839e-04 2.391645803774018341e-04
1.503006012024047777e+01 -2.513471890276833352e-04 2.023845522707261996e-04
1.511022044088176131e+01 -2.473476681648854826e-04 1.684012885873600255e-04
1.519038076152304484e+01 -2.410307875734119378e-04 1.372323847932268941e-04
1.527054108216432837e+01 -2.327875249268034736e-04 1.088596387200681237e-04
1.535070140280561191e+01 -2.229797995671573235e-04 8.323389758251206717e-05
1.543086172344689544e+01 -2.119398414681881700e-04 6.027967724582871609e-05
1.551102204408817187e+01 -1.999700104589932615e-04 3.989952295496314571e-05
1.559118236472945540e+01 -1.873430119786106203e-04 2.197808787732471566e-05
1.567134268537073893e+01 -1.743024569734500870e-04 6.385912420050821000e-06
1.575150300601202247e+01 -1.610637154416351608e-04 -7.017106672548511191e-06
1.583166332665330600e+01 -1.478150154786743659e-04 -1.837856297163944903e-05
1.591182364729458953e+01 -1.347187423999761098e-04 -2.785070342148827937e-05
1.599198396793587307e+01 -1.219128955249950281e-04 -3.558790416806882916e-05
1.607214428857714950e+01 -1.095126634281404313e-04 -4.174445181214930394e-05
1.615230460921843303e+01 -9.761208182205484158e-05 -4.647261958681475429e-05
1.623246492985971656e+01 -8.628574167498103840e-05 -4.992102534137231648e-05
1.631262525050100010e+01 -7.559051861770890387e-05 -5.223325610273379347e-05
1.639278557114228363e+01 -6.556729811603003518e-05 -5.354674234923506723e-05
1.647294589178356716e+01 -5.624267422709873358e-05 -5.399186393510005985e-05
1.655310621242485070e+01 -4.763060298482026751e-05 -5.369126880885194566e-05
1.663326653306613423e+01 -3.973399453873294407e-05 -5.275938523712158881e-05
1.671342685370741066e+01 -3.254623107733324919e-05 -5.130210813715715154e-05
1.679358717434869419e+01 -2.605260028057916765e-05 -4.941664029764886157e-05
1.687374749498997772e+01 -2.023163655290840303e-05 -4.719146968969955099e-05
1.695390781563126126e+01 -1.505636457783146374e-05 -4.470646470052865604e-05
1.703406813627254479e+01 -1.049544180285206108e-05 -4.203306992604526239e-05
1.711422845691382832e+01 -6.514198307773196375e-06 -3.923458610096176733e-05
1.719438877755511186e+01 -3.075574132612383656e-06 -3.636651879507352792e-05
1.727454909819638829e+01 -1.409555485512412698e-07 -3.347698163255100436e-05
1.735470941883767182e+01 2.329087045663798737e-06 -3.060714097100661709e-05
1.743486973947895535e+01 4.374155918809901514e-06 -2.779169018477935945e-05
1.751503006012023889e+01 6.033472996887974923e-06 -2.505934291106663296e-05
1.759519038076152242e+01 7.345411910694513033e-06 -2.243333581965823483e-05
1.767535070140280595e+01 8.347109484880798412e-06 -1.993193264109467948e-05
1.775551102204408949e+01 9.074150718295826719e-06 -1.756892232062592867e-05
1.783567134268536591e+01 9.560321102757049535e-06 -1.535410524532848992e-05
1.791583166332664945e+01 9.837420041199711096e-06 -1.329376251033267754e-05
1.799599198396793298e+01 9.935129141914237925e-06 -1.139110414062169705e-05
1.807615230460921651e+01 9.880929269185574648e-06 -9.646693062491894832e-06
1.815631262525050005e+01 9.700060408545624794e-06 -8.058842420496971980e-06
1.823647294589178358e+01 9.415518644198017005e-06 -6.623984560041770077e-06
1.831663326653306711e+01 9.048084834929039785e-06 -5.337010642664328956e-06
1.839679358717435065e+01 8.616379901824476498e-06 -4.191580431537670765e-06
1.847695390781562708e+01 8.136941996156752186e-06 -3.180402280952964459e-06
1.855711422845691061e+01 7.624321189649483365e-06 -2.295483788471796016e-06
1.863727454909819414e+01 7.091187713715540162e-06 -1.528353925705324859e-06
1.871743486973947768e+01 6.548450161927970346e-06 -8.702577574646847382e-07
1.879759519038076121e+01 6.005380454614704262e-06 -3.123250939144902069e-07
1.887775551102204474e+01 5.469742740686011926e-06 1.542853988176069922e-07
1.895791583166332828e+01 4.947923775116889747e-06 5.382649723625513703e-07
1.903807615230460470e+01 4.445062657254626969e-06 8.480547092019931208e-07
1.911823647294588824e+01 3.965178142421478801e-06 1.091764781414157721e-06
1.919839679358717177e+01 3.511292044964981115e-06 1.277111246681077963e-06
1.927855711422845530e+01 3.085547533446562430e-06 1.411368587831927624e-06
1.935871743486973884e+01 2.689321377116146179e-06 1.501336241686716072e-06
1.943887775551102237e+01 2.323329436760679955e-06 1.553317423026397369e-06
1.951903807615230590e+01 1.987724902458115184e-06 1.573108626186960687e-06
1.959919839679358233e+01 1.682188966113547902e-06 1.565998276412772086e-06
1.967935871743486587e+01 1.406013778621468042e-06 1.536773102391869515e-06
1.975951903807614940e+01 1.158177681072029370e-06 1.489730907351479598e-06
1.983967935871743293e+01 9.374128177904924681e-07 1.428698526067892789e-06
1.991983967935871647e+01 7.422653375235715138e-07 1.357053866822053139e-06
2.000000000000000000e+01 5.711484692272080986e-07 1.277751048708857051e-06
