x r i
-2.444889779559119347e+00 -2.389636114801950428e-01 -1.999331348217940341e-01
-2.364729458917835814e+00 -2.248798538089558929e-01 -2.210735629197383145e-01
-2.284569138276552280e+00 -2.088739300570783552e-01 -2.411632361235467870e-01
-2.204408817635272300e+00 -1.910282531323670152e-01 -2.600218586750328020e-01
-2.124248496993988766e+00 -1.714426852466395534e-01 -2.774758987124241183e-01
-2.044088176352705233e+00 -1.502339585459728233e-01 -2.933603291244373246e-01
-1.963927855711425252e+00 -1.275349169410162908e-01 -3.075203166696567347e-01
-1.883767535070141719e+00 -1.034935839537551305e-01 -3.198128404822307425e-01
-1.803607214428858185e+00 -7.827206344348983102e-02 -3.301082215528814978e-01
-1.723446893787574652e+00 -5.204528207361319020e-02 -3.382915454696193147e-01
-1.643286573146294671e+00 -2.499958430624283148e-02 -3.442639616202673447e-01
-1.563126252505011138e+00 2.668807461537548668e-03 -3.479438431909339102e-01
-1.482965931863727604e+00 3.075545330242590927e-02 -3.492677936298625996e-01
-1.402805611222444071e+00 5.904946082988610928e-02 -3.481914867708216232e-01
-1.322645290581164090e+00 8.733533767091926359e-02 -3.446903295078194707e-01
-1.242484969939880557e+00 1.153949128738757379e-01 -3.387599377644424092e-01
-1.162324649298597024e+00 1.430093077868880846e-01 -3.304164184852190767e-01
-1.082164328657317043e+00 1.699609361644844885e-01 -3.196964524698312493e-01
-1.002004008016033509e+00 1.960355127135802178e-01 -3.066571750487549486e-01
-9.218436873747499760e-01 2.210240489847074830e-01 -2.913758538346762905e-01
-8.416833667334664426e-01 2.447248154562036981e-01 -2.739493650503791455e-01
-7.615230460921864619e-01 2.669452488510207777e-01 -2.544934722027772378e-01
-6.813627254509029285e-01 2.875037841677286488e-01 -2.331419131159779279e-01
-6.012024048096193951e-01 3.062315915954849643e-01 -2.100453035255961942e-01
-5.210420841683358617e-01 3.229741994105647662e-01 -1.853698675441804722e-01
-4.408817635270558810e-01 3.375929851093613654e-01 -1.592960073068657723e-01
-3.607214428857723476e-01 3.499665184066685919e-01 -1.320167259715330221e-01
-2.805611222444888142e-01 3.599917413024730228e-01 -1.037359199549874322e-01
-2.004008016032088335e-01 3.675849721768363332e-01 -7.466655781382712520e-02
-1.202404809619253001e-01 3.726827227895381234e-01 -4.502876450614977377e-02
-4.008016032064176670e-02 3.752423191157298610e-01 -1.504783088072295105e-02
4.008016032064176670e-02 3.752423191157298610e-01 1.504783088072295105e-02
1.202404809619217474e-01 3.726827227895382899e-01 4.502876450614844844e-02
2.004008016032052808e-01 3.675849721768366107e-01 7.466655781382582069e-02
2.805611222444888142e-01 3.599917413024730228e-01 1.037359199549874322e-01
3.607214428857723476e-01 3.499665184066685919e-01 1.320167259715330221e-01
4.408817635270523283e-01 3.375929851093619760e-01 1.592960073068645788e-01
5.210420841683358617e-01 3.229741994105647662e-01 1.853698675441804722e-01
6.012024048096193951e-01 3.062315915954849643e-01 2.100453035255961942e-01
6.813627254508993758e-01 2.875037841677295369e-01 2.331419131159769564e-01
7.615230460921829092e-01 2.669452488510217214e-01 2.544934722027762941e-01
8.416833667334664426e-01 2.447248154562036981e-01 2.739493650503791455e-01
9.218436873747499760e-01 2.210240489847074830e-01 2.913758538346762905e-01
1.002004008016029957e+00 1.960355127135813558e-01 3.066571750487543380e-01
1.082164328657313490e+00 1.699609361644856542e-01 3.196964524698306942e-01
1.162324649298597024e+00 1.430093077868880846e-01 3.304164184852190767e-01
1.242484969939880557e+00 1.153949128738757379e-01 3.387599377644424092e-01
1.322645290581160538e+00 8.733533767092051259e-02 3.446903295078192486e-01
1.402805611222444071e+00 5.904946082988610928e-02 3.481914867708216232e-01
1.482965931863727604e+00 3.075545330242590927e-02 3.492677936298625996e-01
1.563126252505007585e+00 2.668807461538785526e-03 3.479438431909340212e-01
1.643286573146291119e+00 -2.499958430624162412e-02 3.442639616202675668e-01
1.723446893787574652e+00 -5.204528207361319020e-02 3.382915454696193147e-01
1.803607214428858185e+00 -7.827206344348983102e-02 3.301082215528814978e-01
1.883767535070138166e+00 -1.034935839537540481e-01 3.198128404822312421e-01
1.963927855711421699e+00 -1.275349169410152639e-01 3.075203166696574009e-01
2.044088176352705233e+00 -1.502339585459728233e-01 2.933603291244373246e-01
2.124248496993988766e+00 -1.714426852466395534e-01 2.774758987124241183e-01
2.204408817635268747e+00 -1.910282531323661825e-01 2.600218586750336347e-01
2.284569138276552280e+00 -2.088739300570783552e-01 2.411632361235467870e-01
2.364729458917835814e+00 -2.248798538089558929e-01 2.210735629197383145e-01
2.444889779559115794e+00 -2.389636114801944600e-01 1.999331348217950055e-01
2.525050100200399328e+00 -2.510606372882908666e-01 1.779272380130538234e-01
2.605210420841682861e+00 -2.611244281636637687e-01 1.552443621412045449e-01
2.685370741482966395e+00 -2.691265784519091819e-01 1.320744187811828951e-01
2.765531062124246375e+00 -2.750566370579846653e-01 1.086069838029017770e-01
2.845691382765529909e+00 -2.789217922607611366e-01 8.502958148459145715e-02
2.925851703406813442e+00 -2.807463912276678131e-01 6.152602737595717908e-02
3.006012024048096976e+00 -2.805713029403890113e-01 3.827484589680915650e-02
3.086172344689376956e+00 -2.784531347854504735e-01 1.544777747279495010e-02
3.166332665330660490e+00 -2.744633144520014501e-01 -6.791611321586101847e-03
3.246492985971944023e+00 -2.686870499994054029e-01 -2.828920260155121449e-02
3.326653306613224004e+00 -2.612221819981323523e-01 -4.890147654688291323e-02
3.406813627254507537e+00 -2.521779425002483310e-01 -6.849652651841117712e-02
3.486973947895791071e+00 -2.416736362544869288e-01 -8.695493283462889245e-02
3.567134268537074604e+00 -2.298372600420748313e-01 -1.041704898798669759e-01
3.647294589178354585e+00 -2.168040762724945669e-01 -1.200507829854235015e-01
3.727454909819638118e+00 -2.027151570450104745e-01 -1.345176132898502908e-01
3.807615230460921651e+00 -1.877159147564840813e-01 -1.475072705224801939e-01
3.887775551102205185e+00 -1.719546350254358147e-01 -1.589706553445698056e-01
3.967935871743485166e+00 -1.555810272155094820e-01 -1.688732545054679735e-01
4.048096192384768699e+00 -1.387448071893930546e-01 -1.771949736089315774e-01
4.128256513026052232e+00 -1.215943261197418718e-01 -1.839298337204812728e-01
4.208416833667332213e+00 -1.042752582411146656e-01 -1.890855393658399386e-01
4.288577154308615746e+00 -8.692935936225652804e-02 -1.926829266601717550e-01
4.368737474949899280e+00 -6.969330678810981006e-02 -1.947553013573512792e-01
4.448897795591182813e+00 -5.269763004346490753e-02 -1.953476775092455042e-01
4.529058116232462794e+00 -3.606574046360149638e-02 -1.945159281705774179e-01
4.609218436873746327e+00 -1.991306634018087315e-02 -1.923258601712259652e-01
4.689378757515029861e+00 -4.346298901837308999e-03 -1.888522254028086045e-01
4.769539078156313394e+00 1.053724701320284118e-02 -1.841776813302976323e-01
4.849699398797593375e+00 2.465015515241259295e-02 -1.783917135445149682e-01
4.929859719438876908e+00 3.791531186724281938e-02 -1.715895331218895425e-01
5.010020040080160442e+00 5.026619226590593043e-02 -1.638709613599839132e-01
5.090180360721440422e+00 6.164703011460947318e-02 -1.553393141188060822e-01
5.170340681362723956e+00 7.201287433537637006e-02 -1.461002975282293392e-01
5.250501002004007489e+00 8.132953610187217131e-02 -1.362609262316666070e-01
5.330661322645291023e+00 8.957343159581582226e-02 -1.259284746373745822e-01
5.410821643286571003e+00 9.673132644595158758e-02 -1.152094708543065366e-01
5.490981963927854537e+00 1.027999887213716101e-01 -1.042087421128511798e-01
5.571142284569138070e+00 1.077857580849849034e-01 -9.302851952628667098e-02
5.651302605210418051e+00 1.117040393267672710e-01 -8.176760905076475849e-02
5.731462925851701584e+00 1.145787289873769488e-01 -7.052063446476011799e-02
5.811623246492985118e+00 1.164415841498653431e-01 -5.937735712763106410e-02
5.891783567134268651e+00 1.173315427212190676e-01 -4.842207620544290020e-02
5.971943887775548632e+00 1.172940046485966420e-01 -3.773311198430168156e-02
6.052104208416832165e+00 1.163800835211293572e-01 -2.738237384017893142e-02
6.132264529058115698e+00 1.146458379021304957e-01 -1.743501341196576626e-02
6.212424849699399232e+00 1.121514915248459504e-01 -7.949162542626946049e-03
6.292585170340679213e+00 1.089606511749174333e-01 1.024245377727696577e-03
6.372745490981962746e+00 1.051395306828931536e-01 9.441572904095824753e-03
6.452905811623246279e+00 1.007561889695893359e-01 1.726649790437028223e-02
6.533066132264526260e+00 9.587978953565866325e-02 2.446995857102498770e-02
6.613226452905809793e+00 9.057988817464136810e-02 3.103002849285904294e-02
6.693386773547093327e+00 8.492575502661965647e-02 3.693172676626482048e-02
6.773547094188376860e+00 7.898573638806531683e-02 4.216676860142061500e-02
6.853707414829656841e+00 7.282666096329937222e-02 4.673326226575615777e-02
6.933867735470940374e+00 6.651329449468736110e-02 5.063535850468752625e-02
7.014028056112223908e+00 6.010784595256685181e-02 5.388285878876775126e-02
7.094188376753507441e+00 5.366952771175900749e-02 5.649078885902857061e-02
7.174348697394787422e+00 4.725417139870506655e-02 5.847894408134909905e-02
7.254509018036070955e+00 4.091390037044238120e-02 5.987141308012710467e-02
7.334669338677354489e+00 3.469685909179483219e-02 6.069608600608354665e-02
7.414829659318634469e+00 2.864699901744855240e-02 6.098415360820388931e-02
7.494989979959918003e+00 2.280391996738870969e-02 6.076960303169574862e-02
7.575150300601201536e+00 1.720276541291086009e-02 6.008871595903759327e-02
7.655310621242485070e+00 1.187416957062977473e-02 5.897957435667888770e-02
7.735470941883765050e+00 6.844253737223624824e-03 5.748157869298223949e-02
7.815631262525048584e+00 2.134668890725447982e-03 5.563498306096929108e-02
7.895791583166332117e+00 -2.237318763187032527e-03 5.348045117979136065e-02
7.975951903807615651e+00 -6.258702908384258107e-03 5.105863676896375131e-02
8.056112224448895631e+00 -9.920576733866873914e-03 4.840979129651050428e-02
8.136272545090179165e+00 -1.321794104934382111e-02 4.557340160322152084e-02
8.216432865731462698e+00 -1.614948501085644236e-02 4.258785940687674632e-02
8.296593186372742679e+00 -1.871734361887605197e-02 3.949016419876438116e-02
8.376753507014026212e+00 -2.092683615037091438e-02 3.631566056589725922e-02
8.456913827655309746e+00 -2.278618963542619613e-02 3.309781051125916529e-02
8.537074148296593279e+00 -2.430625139186964184e-02 2.986800090588332540e-02
8.617234468937873260e+00 -2.550019449214157435e-02 2.665538579470460093e-02
8.697394789579156793e+00 -2.638321985980267986e-02 2.348676289641389234e-02
8.777555110220440326e+00 -2.697225848324138336e-02 2.038648328887773462e-02
8.857715430861723860e+00 -2.728567699612817130e-02 1.737639295831246850e-02
8.937875751503003841e+00 -2.734298961281743726e-02 1.447580461398772188e-02
9.018036072144287374e+00 -2.716457912707726657e-02 1.170149793181414488e-02
9.098196392785570907e+00 -2.677142938900845329e-02 9.067746190243147417e-03
9.178356713426850888e+00 -2.618487137244027152e-02 6.586367100396425638e-03
9.258517034068134421e+00 -2.542634463791678887e-02 4.266795508702483225e-03
9.338677354709417955e+00 -2.451717568882855539e-02 2.116175563505371358e-03
9.418837675350701488e+00 -2.347837441423218305e-02 1.394698856818508330e-04
9.498997995991981469e+00 -2.233044951505576761e-02 -1.660416734550512492e-03
9.579158316633265002e+00 -2.109324352397803221e-02 -3.282501578881772981e-03
9.659318637274548536e+00 -1.978578775620426500e-02 -4.727578601861954014e-03
